Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / Australia,Price / Australia,Compare At Price / Australia,Included / Canada,Price / Canada,Compare At Price / Canada,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
grinder-pro-coffee-bean,,,,,,,,,White,,,,,1624289561172,0.0,shopify,78,deny,manual,753.00,800.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_6d8fa9de-830f-4991-81fb-95fd6c39d4f7.png?v=1672658693,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_6d8fa9de-830f-4991-81fb-95fd6c39d4f7.png?v=1672658693,kg,,,,,,,,,,,,,,,,,,,
grinder-pro-coffee-bean,,,,,,,,,Red,,,,,1624289561173,0.0,shopify,0,deny,manual,743.00,800.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_f3a24756-cfbc-4e55-a1d5-8a52facd3b57.png?v=1672658693,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_aad0cc78-f729-4389-9826-4a1faea1316e.png?v=1672658693,kg,,,,,,,,,,,,,,,,,,,
grinder-pro-coffee-bean,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_aad0cc78-f729-4389-9826-4a1faea1316e.png?v=1672658693,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-coffee-mug,Hot Coffee Mug,"This double-walled, vacuum-sealed coffee mug is made of high-quality 18/8 food-grade stainless steel. The lid is made of BPA-free plastic which is durable and food-safe. These coffee mugs have been mindfully powder-coated matte surfaces comfortable to touch. 380ml/12oz capacity is a portable travel mug when you are on the go.",Coffee WorkDo,,Mugs,"",true,Color,Blue,,,,,1624289561181,0.0,shopify,78,deny,manual,236.00,340.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_cc8aba5c-ed94-41eb-993e-169cc71b32bf.png?v=1672657257,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_cc8aba5c-ed94-41eb-993e-169cc71b32bf.png?v=1672657257,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
hot-coffee-mug,,,,,,,,,Purple,,,,,1624289561182,0.0,shopify,0,deny,manual,200.00,340.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_a371e37a-c929-484b-8948-eab9888248e1.png?v=1672657257,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_a371e37a-c929-484b-8948-eab9888248e1.png?v=1672657257,kg,,,,,,,,,,,,,,,,,,,
hot-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_19811abc-e779-4778-83b2-cfa2445d407e.png?v=1672657257,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/41CxaBDpIYL-removebg-preview.png?v=1672657257,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/41mm397rBIL-removebg-preview.png?v=1672657257,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/41QtW--hnHL-removebg-preview.png?v=1672657257,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,K-Cup Pod Coffee Brewer,"This personal single serve coffee maker will give you that fresh, pure taste that is required to jump start your day. Have your cup ready to drink in only 3 minutes! Hot enough to still have hot coffee with cream added. The water adjustment function allows you to control how much coffee you want to brew to save expensive grounds.",Bean,,Accessories,"",true,Color,Black,,,,,1624289561191,0.0,shopify,56,deny,manual,630.00,680.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_0466aabd-feaa-4d8a-ae42-ce5a8fa14522.png?v=1672652243,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_0466aabd-feaa-4d8a-ae42-ce5a8fa14522.png?v=1672652243,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
k-cup-pod-coffee-brewer,,,,,,,,,Green,,,,,1624289561192,0.0,shopify,63,deny,manual,600.00,680.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_95031caf-7449-4def-ac51-518e6babff89.png?v=1672652243,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_95031caf-7449-4def-ac51-518e6babff89.png?v=1672652243,kg,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,,,,,,,,,Grey,,,,,1624289561193,0.0,shopify,78,deny,manual,623.00,680.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_697f8d10-c554-40db-bf17-305c9376cf06.png?v=1672652243,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_697f8d10-c554-40db-bf17-305c9376cf06.png?v=1672652243,kg,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,,,,,,,,,White,,,,,1624289561194,0.0,shopify,85,deny,manual,609.00,680.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_619b0650-2131-45a9-9b0a-fe39d8ae483e.png?v=1672652244,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_619b0650-2131-45a9-9b0a-fe39d8ae483e.png?v=1672652244,kg,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,,,,,,,,,Blue,,,,,1624289561195,0.0,shopify,97,deny,manual,645.00,680.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/7_7d8a9533-d49e-4d09-ae60-4df8521ff063.png?v=1672652244,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/7_7d8a9533-d49e-4d09-ae60-4df8521ff063.png?v=1672652244,kg,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/8_4857da89-1c01-4cfb-8959-2482552a9500.png?v=1672652244,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-cup-pod-coffee-brewer,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_cd49eb50-befc-4f79-b876-6de81e6ebfc7.png?v=1672652244,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-elite-coffee-maker,K-Elite Coffee Maker,"Our Single Serve Coffee maker is exactly what you need to start your day productively and on a high note!! Choose ground coffee or single cup pods, and Our coffee machine can almost instantly brew your favorite brand of ground coffee with our quick-brewing technology!",Budan,,Machine,"",true,Color,Black,,,,,1624291561101,0.0,shopify,63,deny,manual,630.00,700.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_814c10e6-f9a2-4180-b1d4-4018a1eff48f.png?v=1672654079,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_814c10e6-f9a2-4180-b1d4-4018a1eff48f.png?v=1672654079,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
k-elite-coffee-maker,,,,,,,,,White,,,,,1624291561102,0.0,shopify,70,deny,manual,620.00,700.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_6b3ed99d-de2c-4bc1-be8d-c4bac1813cae.png?v=1672654079,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_6b3ed99d-de2c-4bc1-be8d-c4bac1813cae.png?v=1672654079,kg,,,,,,,,,,,,,,,,,,,
k-elite-coffee-maker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_5d723d04-2cc8-4eaf-a2cc-1505b65a67e4.png?v=1672654079,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-elite-coffee-maker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_e5ff8e2b-9fd2-4eac-b2a1-00f91c57c19f.png?v=1672654079,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k-elite-coffee-maker,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_00a919a0-9d55-4123-9064-2212e186b78e.png?v=1672654079,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nescafe-extra-forte-coffee,Nescafe Extra Forte Coffee,Natural no artificial ingredients used provide energy and help in weight loss Brazilian coffee.,Nescafe,,Coffee,"",true,Size,230 gram,,,,,1624291561104,0.0,shopify,0,deny,manual,320.00,,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/41Rvn3dPArL-removebg-preview.png?v=1672644053,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/41Rvn3dPArL-removebg-preview.png?v=1672644053,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
nescafe-extra-forte-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/71DDR39Mr7L._SL1500_-removebg-preview.png?v=1672644054,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nescafe-extra-forte-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/71zxqbC1a-L._SL1500_-removebg-preview.png?v=1672644054,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nescafe-extra-forte-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/81iTeA3lETL._SL1500_-removebg-preview.png?v=1672644054,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic-italian-roast-ground-coffee,Organic Italian Roast Ground Coffee,"This is soluble instant coffee. 1 spoon makes 1 cup of 125ml coffee. Drink hot or cold in milk or water. Add sugar as per taste. (This coffee has no sugar, no milk powder, and no preservatives). Fine Texture, No Chicory, No Sugar, Keto",Beanly,,Coffee,"",true,Material,Italian,,,,,1624291561111,0.0,shopify,86,deny,manual,450.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_add35b5a-3e6e-42c1-9b2c-15249bda5726.png?v=1672644682,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_add35b5a-3e6e-42c1-9b2c-15249bda5726.png?v=1672644682,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
organic-italian-roast-ground-coffee,,,,,,,,,Medium,,,,,1624291561112,0.0,shopify,70,deny,manual,475.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_40e4351b-0b5e-464c-8a0d-3e973a2b4a23.png?v=1672644682,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_40e4351b-0b5e-464c-8a0d-3e973a2b4a23.png?v=1672644682,kg,,,,,,,,,,,,,,,,,,,
organic-italian-roast-ground-coffee,,,,,,,,,Ethiopian,,,,,1624291561113,0.0,shopify,56,deny,manual,357.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_b431b221-d81a-48ce-98fa-35f385797f74.png?v=1672644682,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_b431b221-d81a-48ce-98fa-35f385797f74.png?v=1672644682,kg,,,,,,,,,,,,,,,,,,,
organic-italian-roast-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/Ethiopian_BACK-removebg-preview.png?v=1672644682,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic-italian-roast-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/Medium_BACK-removebg-preview.png?v=1672644683,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic-italian-roast-ground-coffee,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/Italian_BACK-removebg-preview.png?v=1672644683,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
professional-coffee-maker,Professional coffee Maker,"Boiler with transversal exchanger Dia.50 mm 12 L. Water mains connection with 3/8 G connection nipple. 6 key push-button panel. Display showing boiler temperature, date, time, and heating element working. Luminous indicators that indicate: Machine on “ minimum boiler level“ heating element working.",Budan,,Machine,"",true,Color,Red,,,,,1624291561121,0.0,shopify,45,deny,manual,690.00,700.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1835_qm-66_semi-1024x802-removebg-preview.png?v=1672655032,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1835_qm-66_semi-1024x802-removebg-preview.png?v=1672655032,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
professional-coffee-maker,,,,,,,,,white,,,,,1624291561122,0.0,shopify,0,deny,manual,645.00,700.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1839_qm_66_de-1024x802-removebg-preview.png?v=1672655032,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1839_qm_66_de-1024x802-removebg-preview.png?v=1672655032,kg,,,,,,,,,,,,,,,,,,,
quick-mill-apollo-evo-grinder,Quick Mill Apollo Evo grinder,"Built-in adjustable grind selector you have precision control over the coarseness of your Pour Over, Drip, Chemex, Cold Brew, French Press, Percolator, AeroPress, Turkish, Espresso, Keurig K Cup, Herb, or Spice grind.",Bean,,Accessories,"",true,Size,9.6 Ounces,,,,,1624291561124,0.0,shopify,0,deny,manual,560.00,,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1809_060_evo-603x1024-removebg-preview.png?v=1672652588,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1809_060_evo-603x1024-removebg-preview.png?v=1672652588,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
quick-mill-apollo-evo-grinder,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1810_060_evopid-removebg-preview.png?v=1672652588,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick-mill-apollo-evo-grinder,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/codice_432_img_8169_big-682x1024-removebg-preview.png?v=1672652588,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick-mill-stretta,Quick Mill Stretta,"PID delivers water at precisely the right temperature, ensuring optimal espresso extraction. The steam wand performs at the level that allows you to hand texture micro-foam milk that enhances flavor and enables the creation of latte art.",Budan,,Machine,"",true,Color,White,,,,,1624291561167,0.0,shopify,86,deny,manual,456.00,520.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_2060daa3-7976-44ac-972e-d2a7f9b2dc65.png?v=1672653867,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_2060daa3-7976-44ac-972e-d2a7f9b2dc65.png?v=1672653867,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
quick-mill-stretta,,,,,,,,,Black,,,,,1624291561168,0.0,shopify,0,deny,manual,456.00,520.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_cf2407bb-a3fa-4b73-9614-e7c69a579ff4.png?v=1672653867,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_cf2407bb-a3fa-4b73-9614-e7c69a579ff4.png?v=1672653867,kg,,,,,,,,,,,,,,,,,,,
quick-mill-stretta,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_de454acf-cdf4-4fc0-949f-5419258ef493.png?v=1672653867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick-mill-stretta,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/7TLr5ksl-removebg-preview_1.png?v=1672653867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick-mill-stretta,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/82jcks0T-460x460-removebg-preview.png?v=1672653867,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quick-mill-stretta,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_b5e732db-9301-43c0-842a-51649141190d.png?v=1672653867,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rage-coffee-blend,Rage Coffee Blend,"Instantly craft a cup of coffee. Simply add 1 to 3 teaspoons of Liquid Coffee to hot/cold milk/water and make your favorite drink. Stronger Smoother, 10x More Concentrated, No Bitterness Guaranteed, 150mg Caffeine per 15ml serving size. Small batch roasted hand-crafted to perfection.",RAGE,,Coffee,"",true,Material,OG Blend,,,,,1624291561156,0.0,shopify,78,deny,manual,352.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_92c03663-844a-453b-8ddf-d9f371256c19.png?v=1672644683,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_92c03663-844a-453b-8ddf-d9f371256c19.png?v=1672644683,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
rage-coffee-blend,,,,,,,,,Rise Blend,,,,,1624291561157,0.0,shopify,86,deny,manual,300.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_52f206b9-9944-4bb0-aed1-699068801d4d.png?v=1672644683,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_52f206b9-9944-4bb0-aed1-699068801d4d.png?v=1672644683,kg,,,,,,,,,,,,,,,,,,,
rage-coffee-blend,,,,,,,,,Soul Blend,,,,,1624291561158,0.0,shopify,63,deny,manual,302.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_83728472-422a-4827-af36-27db7ef71b06.png?v=1672644683,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_83728472-422a-4827-af36-27db7ef71b06.png?v=1672644683,kg,,,,,,,,,,,,,,,,,,,
rage-coffee-blend,,,,,,,,,Vita Blend,,,,,1624291561160,0.0,shopify,42,deny,manual,375.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_3eaf712d-83d4-46b0-86a5-8a48bb505355.png?v=1672644683,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_3eaf712d-83d4-46b0-86a5-8a48bb505355.png?v=1672644683,kg,,,,,,,,,,,,,,,,,,,
rage-coffee-blend,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/ogback_1_1024x1024-removebg-preview.png?v=1672644683,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-of-6-large-16-ounce-ceramic-coffee-mugs,Set of 6 Large 16 Ounce Ceramic Coffee Mugs,"Rohshi Lane started with a vision to bring all kind of home décor products especially ceramic products with many exclusive &amp; beautiful designs recommended by our designers across India.
The Handle is designed so that will give you a perfect grip while holding your beverage, so you can enjoy your drink with your loved ones.",Generic,,Mugs,"",true,Color,Black,,,,,1624291561178,0.0,shopify,36,deny,manual,426.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_964dadef-68d6-4066-b5a3-54c550f3969b.png?v=1672656139,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_964dadef-68d6-4066-b5a3-54c550f3969b.png?v=1672656139,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
set-of-6-large-16-ounce-ceramic-coffee-mugs,,,,,,,,,Blue,,,,,1624291561179,0.0,shopify,0,deny,manual,426.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_a4278b8b-7879-4f24-a4b6-74709d64edbb.png?v=1672656139,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/3_a4278b8b-7879-4f24-a4b6-74709d64edbb.png?v=1672656139,kg,,,,,,,,,,,,,,,,,,,
set-of-6-large-16-ounce-ceramic-coffee-mugs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_8a13b3ab-77ed-4f3a-9d9e-a10c3372b9b8.png?v=1672656139,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-of-6-large-16-ounce-ceramic-coffee-mugs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/5_5c779ca5-1421-4ac3-af4f-a4a9e0103061.png?v=1672656140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-of-6-large-16-ounce-ceramic-coffee-mugs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/2_9aeb872d-b44a-4b27-9521-d3e4af7bab3e.png?v=1672656140,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-double-wall-coffee-tea,Stainless Steel Double Wall Coffee Tea,"KC Stainless Steel Double walled Coffee MUG Set of 2
Capacity: 250 ML Each MUG. High quality materials: unbreakable stainless steel interior and exterior, food-grade, hygienic, 100% Stainless Steel. An attractive, modern appearance and a compact, lightweight design that takes up minimal space while maximizing capacity.",KC,,Mugs,"",true,Material,Steel,,,,,1624291561179,0.0,shopify,0,deny,manual,156.00,,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/51-e7zqG0fL._SL1024_-removebg-preview.png?v=1672656539,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
stainless-steel-double-wall-coffee-tea,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/51e7Rmk6vSL._SL1308_-removebg-preview.png?v=1672656540,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-double-wall-coffee-tea,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/51IOjSIOfAL._SL1024_-removebg-preview.png?v=1672656540,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-double-walled-tea-coffee-mug,Stainless Steel Double Walled Tea  Coffee Mug,"KC Stainless Steel Double walled Coffee MUG Set of 2
Capacity: 250 ML Each MUG. High quality materials: unbreakable stainless steel interior and exterior, food-grade, hygienic, 100% Stainless Steel. An attractive, modern appearance and a compact, lightweight design that takes up minimal space while maximizing capacity.",KC,,Mugs,"",true,Style,2 Cups,,,,,1624291561145,0.0,shopify,63,deny,manual,365.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/51y7S36IkiL._SL1000_-removebg-preview.png?v=1672656439,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/51y7S36IkiL._SL1000_-removebg-preview.png?v=1672656439,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
stainless-steel-double-walled-tea-coffee-mug,,,,,,,,,1 Cup,,,,,1624291561146,0.0,shopify,89,deny,manual,180.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/61AuMrtLbhL._SL1500_-removebg-preview.png?v=1672656439,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/61gg2Jsr75L._SL1500_-removebg-preview.png?v=1672656439,kg,,,,,,,,,,,,,,,,,,,
stainless-steel-double-walled-tea-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/61gg2Jsr75L._SL1500_-removebg-preview.png?v=1672656439,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-double-walled-tea-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/71amUHVpbgL._SL1500_-removebg-preview.png?v=1672656439,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-steel-double-walled-tea-coffee-mug,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/618RKl2Dk5L._SL1500_-removebg-preview.png?v=1672656439,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sustainable-coffee-mugs,Sustainable Coffee Mugs,"The coffee mug set Modern includes a great coffee mug in different colors. The coffee mugs are thanks to the ideal size of 330ml best suited for your favorite hot drink whether tea, coffee, cocoa, cappuccino, or latte macchiato.",Benki,,Tools,"",true,Material,Ceramic,,,,,1624291561135,0.0,shopify,31,deny,manual,120.00,230.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_5740b88a-8e09-4f00-bc2a-9682155f535f.png?v=1672642875,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/1_5740b88a-8e09-4f00-bc2a-9682155f535f.png?v=1672642875,kg,,,true,true,,,true,,,true,,,true,,,true,,,active
sustainable-coffee-mugs,,,,,,,,,Steel,,,,,1624291561136,0.0,shopify,40,deny,manual,180.00,230.00,true,true,"",https://cdn.shopify.com/s/files/1/0700/3193/3753/products/wacaco-pipamoka_600x-removebg-preview.png?v=1672642875,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/wacaco-pipamoka_600x-removebg-preview.png?v=1672642875,kg,,,,,,,,,,,,,,,,,,,
sustainable-coffee-mugs,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/3193/3753/products/4_b1c16fe2-974f-44f3-8d90-732b0b890499.png?v=1672642875,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
